name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Strings Of Life*Derrick May,0.714,0.873,2,-6.223,1,0.0658,0.152,0.868,0.0848,0.516,128.103,audio_features,7DXfJX286N3ZBURaq8D9mc,spotify:track:7DXfJX286N3ZBURaq8D9mc,https://api.spotify.com/v1/tracks/7DXfJX286N3ZBURaq8D9mc,https://api.spotify.com/v1/audio-analysis/7DXfJX286N3ZBURaq8D9mc,362947,4
Jupiter Jazz*Galaxy 2 Galaxy,0.645,0.877,7,-10.616,1,0.0456,0.00657,0.858,0.127,0.473,124.697,audio_features,2T6rMXWYc934IWMudx1H1X,spotify:track:2T6rMXWYc934IWMudx1H1X,https://api.spotify.com/v1/tracks/2T6rMXWYc934IWMudx1H1X,https://api.spotify.com/v1/audio-analysis/2T6rMXWYc934IWMudx1H1X,270747,4
Amazon*Galaxy 2 Galaxy,0.517,0.73,2,-13.215,1,0.071,0.00047,0.711,0.131,0.395,133.21,audio_features,6CkLFR9wcDaRjyhxdTydBg,spotify:track:6CkLFR9wcDaRjyhxdTydBg,https://api.spotify.com/v1/tracks/6CkLFR9wcDaRjyhxdTydBg,https://api.spotify.com/v1/audio-analysis/6CkLFR9wcDaRjyhxdTydBg,276920,4
Riod*Juan Atkins,0.815,0.396,1,-16.94,1,0.176,0.215,0.884,0.108,0.28,128.046,audio_features,4DpgPdsES4Hxdz3eqOP3Ac,spotify:track:4DpgPdsES4Hxdz3eqOP3Ac,https://api.spotify.com/v1/tracks/4DpgPdsES4Hxdz3eqOP3Ac,https://api.spotify.com/v1/audio-analysis/4DpgPdsES4Hxdz3eqOP3Ac,554692,4
Lightyears*Juan Atkins,0.802,0.327,6,-19.409,0,0.0943,0.078,0.914,0.103,0.507,128.022,audio_features,4SFEzGRviQqJpZHtQjDAA5,spotify:track:4SFEzGRviQqJpZHtQjDAA5,https://api.spotify.com/v1/tracks/4SFEzGRviQqJpZHtQjDAA5,https://api.spotify.com/v1/audio-analysis/4SFEzGRviQqJpZHtQjDAA5,367500,4
Altitude (Mayday Mix)*System 7,0.694,0.578,8,-11.106,0,0.0438,0.0156,0.834,0.129,0.29,128.044,audio_features,3BuGppS6EPjPOxuYZ9tvnW,spotify:track:3BuGppS6EPjPOxuYZ9tvnW,https://api.spotify.com/v1/tracks/3BuGppS6EPjPOxuYZ9tvnW,https://api.spotify.com/v1/audio-analysis/3BuGppS6EPjPOxuYZ9tvnW,461119,4
Tedra*Kenny Larkin,0.466,0.558,6,-15.972,1,0.0464,0.00765,0.728,0.101,0.0357,109.986,audio_features,6Au8dwqW17E3rykzOtXzqn,spotify:track:6Au8dwqW17E3rykzOtXzqn,https://api.spotify.com/v1/tracks/6Au8dwqW17E3rykzOtXzqn,https://api.spotify.com/v1/audio-analysis/6Au8dwqW17E3rykzOtXzqn,341107,4
At Les*Carl Craig,0.565,0.451,1,-14.188,1,0.0833,0.112,0.895,0.118,0.217,130.034,audio_features,4LpSsKYVYP9kexF6xdte0Y,spotify:track:4LpSsKYVYP9kexF6xdte0Y,https://api.spotify.com/v1/tracks/4LpSsKYVYP9kexF6xdte0Y,https://api.spotify.com/v1/audio-analysis/4LpSsKYVYP9kexF6xdte0Y,369053,4
Microlovr*69,0.654,0.717,0,-12.9,0,0.0726,0.0309,0.939,0.095,0.159,124.935,audio_features,0v2RtEQMs7Hd6LLTYIBcUQ,spotify:track:0v2RtEQMs7Hd6LLTYIBcUQ,https://api.spotify.com/v1/tracks/0v2RtEQMs7Hd6LLTYIBcUQ,https://api.spotify.com/v1/audio-analysis/0v2RtEQMs7Hd6LLTYIBcUQ,509911,4
Desire*69,0.622,0.814,10,-9.977,0,0.0633,0.00287,0.933,0.13,0.216,117.026,audio_features,7MOAV2tGD8biBA1uK7dTqg,spotify:track:7MOAV2tGD8biBA1uK7dTqg,https://api.spotify.com/v1/tracks/7MOAV2tGD8biBA1uK7dTqg,https://api.spotify.com/v1/audio-analysis/7MOAV2tGD8biBA1uK7dTqg,387371,4
Ancelyn*Claude Young,0.765,0.94,10,-10.847,0,0.129,0.0667,0.94,0.0762,0.061,139.955,audio_features,2AoGPNyWIsnPTHhJnHdIuf,spotify:track:2AoGPNyWIsnPTHhJnHdIuf,https://api.spotify.com/v1/tracks/2AoGPNyWIsnPTHhJnHdIuf,https://api.spotify.com/v1/audio-analysis/2AoGPNyWIsnPTHhJnHdIuf,307933,4
I Am Nothing*Claude Young,0.761,0.879,7,-15.683,1,0.1,0.449,0.911,0.101,0.0358,143.145,audio_features,1p3YoNTUfE13h4eFDHmmSa,spotify:track:1p3YoNTUfE13h4eFDHmmSa,https://api.spotify.com/v1/tracks/1p3YoNTUfE13h4eFDHmmSa,https://api.spotify.com/v1/audio-analysis/1p3YoNTUfE13h4eFDHmmSa,271253,4
Concentration Factor*Claude Young,0.631,0.623,7,-19.873,1,0.0585,0.0281,0.951,0.111,0.169,130.231,audio_features,2983XTyCSbBN56LrbpG8TU,spotify:track:2983XTyCSbBN56LrbpG8TU,https://api.spotify.com/v1/tracks/2983XTyCSbBN56LrbpG8TU,https://api.spotify.com/v1/audio-analysis/2983XTyCSbBN56LrbpG8TU,385120,4
"Daymares, It Is What It Is*Derrick May",0.713,0.934,2,-7.786,1,0.0597,0.000326,0.951,0.134,0.97,127.048,audio_features,6RYWmzwyyKEZxrQWwQRiTH,spotify:track:6RYWmzwyyKEZxrQWwQRiTH,https://api.spotify.com/v1/tracks/6RYWmzwyyKEZxrQWwQRiTH,https://api.spotify.com/v1/audio-analysis/6RYWmzwyyKEZxrQWwQRiTH,397613,4
A Wonderful Life - Version*Carl Craig,0.597,0.585,0,-12.246,0,0.0348,0.395,0.883,0.054,0.623,132.021,audio_features,5yXoaywtrfHi1dcoSn69CV,spotify:track:5yXoaywtrfHi1dcoSn69CV,https://api.spotify.com/v1/tracks/5yXoaywtrfHi1dcoSn69CV,https://api.spotify.com/v1/audio-analysis/5yXoaywtrfHi1dcoSn69CV,415760,4
Transitions*Galaxy 2 Galaxy,0.682,0.807,3,-11.564,0,0.335,0.000292,0.00106,0.0392,0.804,130.15,audio_features,2CqkMC2kLbpuqpn0zwiYOE,spotify:track:2CqkMC2kLbpuqpn0zwiYOE,https://api.spotify.com/v1/tracks/2CqkMC2kLbpuqpn0zwiYOE,https://api.spotify.com/v1/audio-analysis/2CqkMC2kLbpuqpn0zwiYOE,394573,4
Call of the Wild*Jeff Mills,0.555,0.683,11,-18.537,0,0.0394,0.00223,0.927,0.112,0.674,135.248,audio_features,5MPHer2QBKeR2kqteRYw3z,spotify:track:5MPHer2QBKeR2kqteRYw3z,https://api.spotify.com/v1/tracks/5MPHer2QBKeR2kqteRYw3z,https://api.spotify.com/v1/audio-analysis/5MPHer2QBKeR2kqteRYw3z,227200,4
Gamma Player*Millsart,0.73,0.82,11,-13.962,1,0.0589,0.35,0.914,0.209,0.57,130.808,audio_features,31eRRyIogyrWXQwy73wNUy,spotify:track:31eRRyIogyrWXQwy73wNUy,https://api.spotify.com/v1/tracks/31eRRyIogyrWXQwy73wNUy,https://api.spotify.com/v1/audio-analysis/31eRRyIogyrWXQwy73wNUy,286573,4
The Mission*Juan Atkins,0.717,0.506,9,-18.153,0,0.0572,0.756,0.89,0.0866,0.802,130.93,audio_features,1UH0o6WpmrryEmV9mCJtp7,spotify:track:1UH0o6WpmrryEmV9mCJtp7,https://api.spotify.com/v1/tracks/1UH0o6WpmrryEmV9mCJtp7,https://api.spotify.com/v1/audio-analysis/1UH0o6WpmrryEmV9mCJtp7,394821,4
Dusk Til Dawn*Juan Atkins,0.79,0.242,9,-20.654,1,0.179,0.000191,0.922,0.111,0.122,143.96,audio_features,2YZGF9XDFv5255q0qeDYVo,spotify:track:2YZGF9XDFv5255q0qeDYVo,https://api.spotify.com/v1/tracks/2YZGF9XDFv5255q0qeDYVo,https://api.spotify.com/v1/audio-analysis/2YZGF9XDFv5255q0qeDYVo,506747,4
Track Ten*Juan Atkins,0.552,0.767,0,-14.412,0,0.0343,0.00909,0.82,0.118,0.617,131.242,audio_features,2TUSbKRL9amtnbH5bwYnt0,spotify:track:2TUSbKRL9amtnbH5bwYnt0,https://api.spotify.com/v1/tracks/2TUSbKRL9amtnbH5bwYnt0,https://api.spotify.com/v1/audio-analysis/2TUSbKRL9amtnbH5bwYnt0,361400,4
Q*Kenny Larkin,0.771,0.944,6,-10.918,1,0.0691,0.236,0.843,0.0917,0.171,138.036,audio_features,5aCcZlUVkBrkQyMl2owvWb,spotify:track:5aCcZlUVkBrkQyMl2owvWb,https://api.spotify.com/v1/tracks/5aCcZlUVkBrkQyMl2owvWb,https://api.spotify.com/v1/audio-analysis/5aCcZlUVkBrkQyMl2owvWb,383707,4
Smile*Kenny Larkin,0.744,0.635,9,-18.253,0,0.104,0.0232,0.882,0.199,0.643,135.573,audio_features,45puzlu1ItVPUUQYELFvzm,spotify:track:45puzlu1ItVPUUQYELFvzm,https://api.spotify.com/v1/tracks/45puzlu1ItVPUUQYELFvzm,https://api.spotify.com/v1/audio-analysis/45puzlu1ItVPUUQYELFvzm,169920,4
Neptune*Model 500,0.533,0.636,3,-17.439,0,0.0356,0.535,0.908,0.161,0.65,124.985,audio_features,5nIONOO90UcFgroD7IA1Vh,spotify:track:5nIONOO90UcFgroD7IA1Vh,https://api.spotify.com/v1/tracks/5nIONOO90UcFgroD7IA1Vh,https://api.spotify.com/v1/audio-analysis/5nIONOO90UcFgroD7IA1Vh,745000,4
Nicolette*Octave One,0.79,0.714,5,-14.27,0,0.0682,0.126,0.848,0.109,0.417,122.852,audio_features,57E7tBJkHvdFZ19FDqCNet,spotify:track:57E7tBJkHvdFZ19FDqCNet,https://api.spotify.com/v1/tracks/57E7tBJkHvdFZ19FDqCNet,https://api.spotify.com/v1/audio-analysis/57E7tBJkHvdFZ19FDqCNet,273929,4
Galaxy*Psyche,0.795,0.922,10,-7.484,0,0.0647,0.0185,0.895,0.0998,0.0389,129.244,audio_features,0RLbKxdsiRlI1U0l8FWb5s,spotify:track:0RLbKxdsiRlI1U0l8FWb5s,https://api.spotify.com/v1/tracks/0RLbKxdsiRlI1U0l8FWb5s,https://api.spotify.com/v1/audio-analysis/0RLbKxdsiRlI1U0l8FWb5s,419000,4
Track Aa2*Richie Hawtin,0.699,0.762,10,-13.598,0,0.0663,0.000766,0.933,0.115,0.245,137.198,audio_features,0eZrKSiUFQeQY4Vxf27HFr,spotify:track:0eZrKSiUFQeQY4Vxf27HFr,https://api.spotify.com/v1/tracks/0eZrKSiUFQeQY4Vxf27HFr,https://api.spotify.com/v1/audio-analysis/0eZrKSiUFQeQY4Vxf27HFr,268227,4
Untitled 4*Robert Hood,0.744,0.706,10,-15.015,0,0.0874,0.0493,0.959,0.0957,0.351,135.265,audio_features,1EX4Qr3RGq3lCbmHcEA96C,spotify:track:1EX4Qr3RGq3lCbmHcEA96C,https://api.spotify.com/v1/tracks/1EX4Qr3RGq3lCbmHcEA96C,https://api.spotify.com/v1/audio-analysis/1EX4Qr3RGq3lCbmHcEA96C,289583,4
A.M. Track*Robert Hood,0.783,0.711,0,-10.758,1,0.063,1.42e-05,0.902,0.0935,0.627,137.656,audio_features,3rNDbLTgpgN1NYMLXIrIA2,spotify:track:3rNDbLTgpgN1NYMLXIrIA2,https://api.spotify.com/v1/tracks/3rNDbLTgpgN1NYMLXIrIA2,https://api.spotify.com/v1/audio-analysis/3rNDbLTgpgN1NYMLXIrIA2,330463,4
Protein Valve - Edit 1*Robert Hood,0.763,0.88,1,-8.743,1,0.0478,0.0241,0.931,0.2,0.0531,131.076,audio_features,3v4BXlbV6FOzifaA5NboOW,spotify:track:3v4BXlbV6FOzifaA5NboOW,https://api.spotify.com/v1/tracks/3v4BXlbV6FOzifaA5NboOW,https://api.spotify.com/v1/audio-analysis/3v4BXlbV6FOzifaA5NboOW,313318,4
Protein Valve - Edit 2*Robert Hood,0.833,0.909,0,-8.907,1,0.0463,0.523,0.857,0.0735,0.214,132.057,audio_features,1PpsNGDYxCVvbRsMe7t5VD,spotify:track:1PpsNGDYxCVvbRsMe7t5VD,https://api.spotify.com/v1/tracks/1PpsNGDYxCVvbRsMe7t5VD,https://api.spotify.com/v1/audio-analysis/1PpsNGDYxCVvbRsMe7t5VD,367173,4
Blackwater (Full Strings Vocal Mix) [feat. Ann Saunderson & Urban Soul Orchestra]*Octave One,0.717,0.904,5,-7.518,0,0.0608,0.0982,0.011,0.0885,0.481,134.244,audio_features,6bXhjsUndWFihkAZwkjFv2,spotify:track:6bXhjsUndWFihkAZwkjFv2,https://api.spotify.com/v1/tracks/6bXhjsUndWFihkAZwkjFv2,https://api.spotify.com/v1/audio-analysis/6bXhjsUndWFihkAZwkjFv2,495786,4
Nude Photo*Derrick May,0.724,0.893,1,-9.826,0,0.0624,0.00642,0.893,0.196,0.962,127.028,audio_features,5pdVWhJ3rH8yewi7PzgG47,spotify:track:5pdVWhJ3rH8yewi7PzgG47,https://api.spotify.com/v1/tracks/5pdVWhJ3rH8yewi7PzgG47,https://api.spotify.com/v1/audio-analysis/5pdVWhJ3rH8yewi7PzgG47,341613,4
Elements*Psyche/BFC,0.669,0.508,1,-9.784,1,0.0326,0.0131,0.526,0.0811,0.366,124.523,audio_features,4aZXoNpqXVZ8tAyoaLNrPh,spotify:track:4aZXoNpqXVZ8tAyoaLNrPh,https://api.spotify.com/v1/tracks/4aZXoNpqXVZ8tAyoaLNrPh,https://api.spotify.com/v1/audio-analysis/4aZXoNpqXVZ8tAyoaLNrPh,411999,4
The Warning*Suburban Knight,0.775,0.852,6,-10.727,1,0.0718,0.00054,0.877,0.107,0.128,130.039,audio_features,1mK7y0Hql7A9kfCqWqJtoX,spotify:track:1mK7y0Hql7A9kfCqWqJtoX,https://api.spotify.com/v1/tracks/1mK7y0Hql7A9kfCqWqJtoX,https://api.spotify.com/v1/audio-analysis/1mK7y0Hql7A9kfCqWqJtoX,393427,4
Triple Darkness*Scan 7,0.721,0.883,1,-12.631,1,0.034,0.0207,0.875,0.0855,0.586,138.007,audio_features,1FusD17QWzHVcP5t3ly8x8,spotify:track:1FusD17QWzHVcP5t3ly8x8,https://api.spotify.com/v1/tracks/1FusD17QWzHVcP5t3ly8x8,https://api.spotify.com/v1/audio-analysis/1FusD17QWzHVcP5t3ly8x8,336237,4
The Resistance*Scan 7,0.91,0.653,5,-10.356,0,0.467,0.0211,1.17e-06,0.321,0.34,125.023,audio_features,3N8PL7qDG9xzbNkA2shVmQ,spotify:track:3N8PL7qDG9xzbNkA2shVmQ,https://api.spotify.com/v1/tracks/3N8PL7qDG9xzbNkA2shVmQ,https://api.spotify.com/v1/audio-analysis/3N8PL7qDG9xzbNkA2shVmQ,274893,4
Black Moon Rising*Scan 7,0.727,0.811,8,-12.109,1,0.0403,0.0028,0.106,0.0324,0.468,135.68,audio_features,2BvvvXeBhZGMv8RRblMie7,spotify:track:2BvvvXeBhZGMv8RRblMie7,https://api.spotify.com/v1/tracks/2BvvvXeBhZGMv8RRblMie7,https://api.spotify.com/v1/audio-analysis/2BvvvXeBhZGMv8RRblMie7,211867,4
Groove La Chord*Aril Brikha,0.787,0.906,7,-7.444,1,0.0539,0.000124,0.915,0.15,0.473,132.806,audio_features,0Ga1CODJzpwFYtRt5PyC73,spotify:track:0Ga1CODJzpwFYtRt5PyC73,https://api.spotify.com/v1/tracks/0Ga1CODJzpwFYtRt5PyC73,https://api.spotify.com/v1/audio-analysis/0Ga1CODJzpwFYtRt5PyC73,478800,4
Energy Flash*Joey Beltram,0.72,0.583,8,-8.333,1,0.0409,0.000766,0.649,0.354,0.403,122.825,audio_features,46ddej1ibGIgs58H0wakoK,spotify:track:46ddej1ibGIgs58H0wakoK,https://api.spotify.com/v1/tracks/46ddej1ibGIgs58H0wakoK,https://api.spotify.com/v1/audio-analysis/46ddej1ibGIgs58H0wakoK,350813,4
Never Grow Old - Re-Plant*Floorplan,0.674,0.724,7,-8.373,1,0.0556,0.00198,0.83,0.153,0.388,132.108,audio_features,4ylwhtHT57G5VbpVMyUIBR,spotify:track:4ylwhtHT57G5VbpVMyUIBR,https://api.spotify.com/v1/tracks/4ylwhtHT57G5VbpVMyUIBR,https://api.spotify.com/v1/audio-analysis/4ylwhtHT57G5VbpVMyUIBR,439930,4
Subzero - Original Mix*Ben Klock,0.793,0.608,6,-11.638,0,0.0673,0.588,0.861,0.0991,0.118,124.988,audio_features,7p6oXzBSPAXXz8Xb8gBPki,spotify:track:7p6oXzBSPAXXz8Xb8gBPki,https://api.spotify.com/v1/tracks/7p6oXzBSPAXXz8Xb8gBPki,https://api.spotify.com/v1/audio-analysis/7p6oXzBSPAXXz8Xb8gBPki,383972,4
LFO*LFO,0.738,0.747,1,-16.897,1,0.069,0.0397,0.919,0.351,0.644,124.678,audio_features,0BELfOcufjLMZkfPu2p7K5,spotify:track:0BELfOcufjLMZkfPu2p7K5,https://api.spotify.com/v1/tracks/0BELfOcufjLMZkfPu2p7K5,https://api.spotify.com/v1/audio-analysis/0BELfOcufjLMZkfPu2p7K5,319267,4
The Dance*Derrick May,0.757,0.972,0,-8.933,1,0.0715,0.0765,0.873,0.0903,0.711,128.881,audio_features,1RxgS5N5HzgFh5YU1SqTYX,spotify:track:1RxgS5N5HzgFh5YU1SqTYX,https://api.spotify.com/v1/tracks/1RxgS5N5HzgFh5YU1SqTYX,https://api.spotify.com/v1/audio-analysis/1RxgS5N5HzgFh5YU1SqTYX,432587,4
Sandstorms*Carl Craig,0.399,0.42,5,-20.592,0,0.0509,0.0102,0.917,0.0985,0.0753,119.993,audio_features,3lSnvuivL1JaQZFDz3YxBv,spotify:track:3lSnvuivL1JaQZFDz3YxBv,https://api.spotify.com/v1/tracks/3lSnvuivL1JaQZFDz3YxBv,https://api.spotify.com/v1/audio-analysis/3lSnvuivL1JaQZFDz3YxBv,575382,4
The Warning*Dark Energy,0.78,0.858,6,-10.548,1,0.0722,0.00047,0.903,0.104,0.141,130.027,audio_features,1iT8rsVZW04Vj0Ds9bzEgL,spotify:track:1iT8rsVZW04Vj0Ds9bzEgL,https://api.spotify.com/v1/tracks/1iT8rsVZW04Vj0Ds9bzEgL,https://api.spotify.com/v1/audio-analysis/1iT8rsVZW04Vj0Ds9bzEgL,391373,4
Black Water - Full Strings Vocal Mix*Octave One,0.763,0.811,5,-8.941,0,0.0544,0.262,0.00057,0.0823,0.486,128.239,audio_features,4GGjMkxZiV3Z7KqxcIMZJQ,spotify:track:4GGjMkxZiV3Z7KqxcIMZJQ,https://api.spotify.com/v1/tracks/4GGjMkxZiV3Z7KqxcIMZJQ,https://api.spotify.com/v1/audio-analysis/4GGjMkxZiV3Z7KqxcIMZJQ,518946,4
Good Life*Inner City,0.716,0.783,4,-12.876,0,0.0496,0.172,0.0346,0.0327,0.952,121.306,audio_features,5sJiLlgQKBL81QCTOkoLB5,spotify:track:5sJiLlgQKBL81QCTOkoLB5,https://api.spotify.com/v1/tracks/5sJiLlgQKBL81QCTOkoLB5,https://api.spotify.com/v1/audio-analysis/5sJiLlgQKBL81QCTOkoLB5,244773,4
Positive Education*Slam,0.619,0.862,6,-12.457,1,0.077,0.0258,0.838,0.158,0.761,127.049,audio_features,3RSvIGylwXhu3r83K1bkJJ,spotify:track:3RSvIGylwXhu3r83K1bkJJ,https://api.spotify.com/v1/tracks/3RSvIGylwXhu3r83K1bkJJ,https://api.spotify.com/v1/audio-analysis/3RSvIGylwXhu3r83K1bkJJ,519360,4
Arise*Anthony Shakir,0.593,0.927,11,-9.505,0,0.0584,0.0864,0.92,0.0699,0.638,127.963,audio_features,0yl87yOZg3yyMGYDvByixu,spotify:track:0yl87yOZg3yyMGYDvByixu,https://api.spotify.com/v1/tracks/0yl87yOZg3yyMGYDvByixu,https://api.spotify.com/v1/audio-analysis/0yl87yOZg3yyMGYDvByixu,482467,4
Melodika*Vince Watson,0.706,0.569,7,-15.199,1,0.0418,0.00119,0.861,0.112,0.0889,123.04,audio_features,5Im61xJEm7DwV17MNBv2DV,spotify:track:5Im61xJEm7DwV17MNBv2DV,https://api.spotify.com/v1/tracks/5Im61xJEm7DwV17MNBv2DV,https://api.spotify.com/v1/audio-analysis/5Im61xJEm7DwV17MNBv2DV,410827,4
Hippocampus*Future Beat Alliance,0.656,0.832,4,-9.604,0,0.0447,0.000567,0.841,0.0687,0.34,129.895,audio_features,5UNbSLvFEafwLwida4HzNI,spotify:track:5UNbSLvFEafwLwida4HzNI,https://api.spotify.com/v1/tracks/5UNbSLvFEafwLwida4HzNI,https://api.spotify.com/v1/audio-analysis/5UNbSLvFEafwLwida4HzNI,455656,4
earth-sinking-into-water*Surgeon,0.639,0.81,10,-10.38,0,0.051,0.0833,0.827,0.112,0.316,134.007,audio_features,3W0Nko2UbAD7lZ078NfUtJ,spotify:track:3W0Nko2UbAD7lZ078NfUtJ,https://api.spotify.com/v1/tracks/3W0Nko2UbAD7lZ078NfUtJ,https://api.spotify.com/v1/audio-analysis/3W0Nko2UbAD7lZ078NfUtJ,345082,4
Transport - Carl Craig Remix - DJ Deep & Roman Poncet Rework*Juan Atkins,0.689,0.798,7,-11.277,1,0.0367,0.00767,0.905,0.103,0.306,130.009,audio_features,1fXr7acqdBLF6iifyOvYPn,spotify:track:1fXr7acqdBLF6iifyOvYPn,https://api.spotify.com/v1/tracks/1fXr7acqdBLF6iifyOvYPn,https://api.spotify.com/v1/audio-analysis/1fXr7acqdBLF6iifyOvYPn,470769,4
The Primary Clear Light*Surgeon,0.737,0.776,1,-13.456,1,0.0554,0.0479,0.878,0.101,0.109,127.994,audio_features,5frmBEW0aDWXjtkgSRsNVq,spotify:track:5frmBEW0aDWXjtkgSRsNVq,https://api.spotify.com/v1/tracks/5frmBEW0aDWXjtkgSRsNVq,https://api.spotify.com/v1/audio-analysis/5frmBEW0aDWXjtkgSRsNVq,351050,4
Biotic*Dan Curtin,0.641,0.894,10,-11.092,0,0.0396,0.000433,0.885,0.409,0.685,132.915,audio_features,6N2EFay1KRsoWLghMOeb5m,spotify:track:6N2EFay1KRsoWLghMOeb5m,https://api.spotify.com/v1/tracks/6N2EFay1KRsoWLghMOeb5m,https://api.spotify.com/v1/audio-analysis/6N2EFay1KRsoWLghMOeb5m,182000,4
Crispy Bacon*Laurent Garnier,0.714,0.563,7,-16.727,1,0.0753,0.00444,0.753,0.103,0.355,130.089,audio_features,6GOxgLKnfd567oG2VpfJio,spotify:track:6GOxgLKnfd567oG2VpfJio,https://api.spotify.com/v1/tracks/6GOxgLKnfd567oG2VpfJio,https://api.spotify.com/v1/audio-analysis/6GOxgLKnfd567oG2VpfJio,352093,4
Black Sea*Drexciya,0.721,0.865,9,-7.673,0,0.0591,0.371,0.929,0.0941,0.745,137.985,audio_features,0GQJuLehat8Hm5CUTnlfQp,spotify:track:0GQJuLehat8Hm5CUTnlfQp,https://api.spotify.com/v1/tracks/0GQJuLehat8Hm5CUTnlfQp,https://api.spotify.com/v1/audio-analysis/0GQJuLehat8Hm5CUTnlfQp,381829,4
Art Of Stalking*Suburban Knight,0.661,0.916,9,-10.68,1,0.0597,0.0353,0.85,0.475,0.523,135.824,audio_features,7xAwOqzZ65MGwU0AkSt2Q7,spotify:track:7xAwOqzZ65MGwU0AkSt2Q7,https://api.spotify.com/v1/tracks/7xAwOqzZ65MGwU0AkSt2Q7,https://api.spotify.com/v1/audio-analysis/7xAwOqzZ65MGwU0AkSt2Q7,243867,4
Altered States - Original Version*Ron Trent,0.67,0.615,1,-8.351,1,0.196,0.00183,0.86,0.101,0.3,127.5,audio_features,4Ps7ZJ2YJmQhmEpHhPZ5Pu,spotify:track:4Ps7ZJ2YJmQhmEpHhPZ5Pu,https://api.spotify.com/v1/tracks/4Ps7ZJ2YJmQhmEpHhPZ5Pu,https://api.spotify.com/v1/audio-analysis/4Ps7ZJ2YJmQhmEpHhPZ5Pu,820293,4
In From The Night*Planetary Assault Systems,0.555,0.936,1,-9.189,0,0.0446,6.49e-05,0.811,0.0859,0.74,142.002,audio_features,5e5j8vDv9RVTqjbTjguhSx,spotify:track:5e5j8vDv9RVTqjbTjguhSx,https://api.spotify.com/v1/tracks/5e5j8vDv9RVTqjbTjguhSx,https://api.spotify.com/v1/audio-analysis/5e5j8vDv9RVTqjbTjguhSx,345400,4
The Bells*Jeff Mills,0.616,0.995,7,-3.647,1,0.114,0.000372,0.952,0.112,0.772,137.514,audio_features,0ISxyAhfop0MoMeAUw72RN,spotify:track:0ISxyAhfop0MoMeAUw72RN,https://api.spotify.com/v1/tracks/0ISxyAhfop0MoMeAUw72RN,https://api.spotify.com/v1/audio-analysis/0ISxyAhfop0MoMeAUw72RN,285413,4
Taken Effect*Shed,0.77,0.874,7,-10.856,1,0.0765,0.0357,0.937,0.0879,0.561,119.98,audio_features,0h00PgHBQtSS3SkLA7Q841,spotify:track:0h00PgHBQtSS3SkLA7Q841,https://api.spotify.com/v1/tracks/0h00PgHBQtSS3SkLA7Q841,https://api.spotify.com/v1/audio-analysis/0h00PgHBQtSS3SkLA7Q841,296006,4
Jaguar*The Astec Mystic,0.604,0.951,2,-5.959,0,0.0408,0.00513,0.821,0.1,0.689,137.642,audio_features,648R7nEhGZIpZ0zVHJteRF,spotify:track:648R7nEhGZIpZ0zVHJteRF,https://api.spotify.com/v1/tracks/648R7nEhGZIpZ0zVHJteRF,https://api.spotify.com/v1/audio-analysis/648R7nEhGZIpZ0zVHJteRF,399000,4
Starz*K-Hand,0.666,0.815,11,-14.08,1,0.0526,0.0396,0.925,0.0825,0.688,137.818,audio_features,0tbtAd8TDRmHKbuPTolInF,spotify:track:0tbtAd8TDRmHKbuPTolInF,https://api.spotify.com/v1/tracks/0tbtAd8TDRmHKbuPTolInF,https://api.spotify.com/v1/audio-analysis/0tbtAd8TDRmHKbuPTolInF,484885,3
Nothing Stops Detroit*Robert Hood,0.702,0.867,10,-8.143,0,0.0568,4.7e-05,0.925,0.179,0.262,129.94,audio_features,5nNJEUFkgZB0olDGybR59S,spotify:track:5nNJEUFkgZB0olDGybR59S,https://api.spotify.com/v1/tracks/5nNJEUFkgZB0olDGybR59S,https://api.spotify.com/v1/audio-analysis/5nNJEUFkgZB0olDGybR59S,393439,4
Do It All Night*DJ Minx,0.685,0.844,1,-6.623,1,0.0563,5.19e-06,0.727,0.0266,0.448,125.044,audio_features,3orvoGKOfx3H2WB0qYbHs7,spotify:track:3orvoGKOfx3H2WB0qYbHs7,https://api.spotify.com/v1/tracks/3orvoGKOfx3H2WB0qYbHs7,https://api.spotify.com/v1/audio-analysis/3orvoGKOfx3H2WB0qYbHs7,466733,4
Frisk*Patrick Topping,0.606,0.954,1,-7.779,1,0.0356,5.06e-05,0.929,0.109,0.136,128.021,audio_features,4dB7bla8wMutu4Yq8stA7y,spotify:track:4dB7bla8wMutu4Yq8stA7y,https://api.spotify.com/v1/tracks/4dB7bla8wMutu4Yq8stA7y,https://api.spotify.com/v1/audio-analysis/4dB7bla8wMutu4Yq8stA7y,191351,4
Blackwater - 128 full strings vocal mix*Octave One,0.763,0.81,5,-8.943,0,0.0545,0.264,0.000563,0.0823,0.496,128.24,audio_features,3829oHimRwuUHePcD2Jj7S,spotify:track:3829oHimRwuUHePcD2Jj7S,https://api.spotify.com/v1/tracks/3829oHimRwuUHePcD2Jj7S,https://api.spotify.com/v1/audio-analysis/3829oHimRwuUHePcD2Jj7S,518946,4
